order_id,region_id,city,courier_id,lng,lat,aoi_id,aoi_type,accept_time,accept_gps_time,accept_gps_lng,accept_gps_lat,delivery_time,delivery_gps_time,delivery_gps_lng,delivery_gps_lat,ds,delivery_delay,gps_mismatch,reported_vs_actual_distance,region_id_enc,city_enc,aoi_type_enc,courier_id_enc,fraud_prediction,fraud_prob
11,R3,CityC,C2,121.56496984912788,31.206128612341036,1,residential,,16:22:39,120.98480351840868,31.62629997672763,,10:33:17,121.48532143731283,31.835035937099143,2025-09-14,,52.72035284984379,70.33764763031664,0.0,0.0,0.0,0.0,1,0.99998045
12,R3,CityA,C3,120.45568483508622,31.67081566168425,1,residential,,00:30:49,121.67345937228755,31.915660434950556,,16:39:00,120.35979263746968,31.093044915664837,2025-09-14,,154.521308292464,64.88685878046329,0.0,0.0,0.0,0.0,1,0.99998045
13,R3,CityB,C1,121.9519816991976,31.56884171600684,42,commercial,,18:56:18,120.32735132745944,31.767524030916064,,11:18:44,121.8288893641124,31.011931126040007,2025-09-14,,165.44529838249625,63.02052771731032,0.0,0.0,0.0,0.0,1,0.99998045
14,R3,CityB,C1,121.33470079609286,30.75397108385256,42,residential,,18:38:56,120.55390923624924,31.86665883823269,,08:48:24,121.50229448790289,30.44470603842063,2025-09-14,,182.05298053406315,37.945752363003436,0.0,0.0,0.0,0.0,1,0.99998045
15,R4,CityC,C1,120.0208553987948,31.103980604241443,21,commercial,,16:52:20,120.13159643559048,31.71748479302661,,07:53:11,121.86675099828392,31.08957330806041,2025-09-14,,178.86501324451297,175.76367347378203,0.0,0.0,0.0,0.0,1,0.99998045
16,R1,CityA,C2,120.51082696937044,31.60950624397939,15,residential,,23:58:42,121.41197053210163,31.386763801229712,,17:34:51,120.63414643752738,30.2811696624978,2025-09-14,,143.62564047564894,148.17171334775472,0.0,0.0,0.0,0.0,1,0.99998045
17,R4,CityC,C3,120.52142659983984,30.092113468379917,17,residential,,12:22:45,120.47641887095124,30.34051830425087,,00:42:06,121.87867003148595,31.73938040251909,2025-09-14,,205.0379120234331,224.30338966887308,0.0,0.0,0.0,0.0,1,0.99998045
18,R4,CityA,C1,120.13850861257173,31.61615856471166,22,commercial,,05:36:23,120.7773495013419,30.543415037708183,,06:51:26,120.73703531567676,31.351783777416586,2025-09-14,,89.96868075714673,63.9168957295877,0.0,0.0,0.0,0.0,1,0.99998045
19,R4,CityB,C3,121.91965303615186,30.35577624809805,38,commercial,,00:18:52,120.88740289405932,30.425453932260545,,20:22:19,120.10793952285478,31.987270896985883,2025-09-14,,188.82441159718448,250.23351347297512,0.0,0.0,0.0,0.0,1,0.99998045
20,R3,CityB,C3,120.95651058915185,31.02936723424288,35,commercial,,10:37:39,121.78262787121292,31.20717157531641,,01:49:34,121.52593877741803,30.184194855581048,2025-09-14,,116.36739121036942,108.63587573187449,0.0,0.0,0.0,0.0,1,0.99998045
21,R2,CityB,C1,121.79162919474376,31.61655087911188,45,residential,,17:41:08,120.82266058066249,31.007239875947203,,02:25:33,121.40701628817668,30.481345499690573,2025-09-14,,80.85900881573119,131.43877296815398,0.0,0.0,0.0,0.0,1,0.99998045
22,R1,CityB,C1,120.64443100688926,30.50764215631339,16,commercial,,10:42:43,120.2904500398305,31.734159994316848,,13:58:10,121.19582198452666,31.75431720853228,2025-09-14,,85.64172567435413,148.22532304875975,0.0,0.0,0.0,0.0,1,0.99998045
23,R2,CityC,C3,120.25046714086564,30.491614878612307,8,residential,,03:02:11,121.04862987668024,31.90534573299815,,20:13:13,120.97978748876837,30.79050819953784,2025-09-14,,124.13652994733475,77.28473523205221,0.0,0.0,0.0,0.0,1,0.99998045
24,R4,CityA,C1,120.94867221981242,30.805528796924506,47,commercial,,20:19:29,121.92591598929728,30.80971977923629,,10:00:51,120.06433054064526,30.9326059799638,2025-09-14,,178.19448330925016,85.57883884292833,0.0,0.0,0.0,0.0,1,0.99998045
25,R4,CityA,C1,120.22791326942864,31.78928559515527,17,commercial,,14:03:59,121.21537128210164,31.012701106561625,,04:25:09,121.24919450304031,31.721303774775237,2025-09-14,,78.85843320604505,96.85664133949663,0.0,0.0,0.0,0.0,1,0.99998045
26,R2,CityC,C1,120.97203100595507,30.000885562874416,17,commercial,,16:21:41,121.96677444092114,31.94303271360828,,21:28:58,120.8336692304456,31.043646449899903,2025-09-14,,146.77682740726348,116.7046531365619,0.0,0.0,0.0,0.0,1,0.99998045
27,R2,CityA,C2,121.84059436243882,31.80276619328387,26,commercial,,00:17:24,121.68221461787776,30.552477883246286,,20:23:52,121.12041880548188,30.38695169882873,2025-09-14,,56.90070693699313,171.716177441045,0.0,0.0,0.0,0.0,1,0.99998045
28,R2,CityB,C3,121.04153628366842,30.307614049283217,13,commercial,,12:58:11,120.07193151242684,31.584781550717626,,07:48:53,120.85864268393529,31.784060230819563,2025-09-14,,77.66781026588205,165.0952162206439,0.0,0.0,0.0,0.0,1,0.99998045
29,R4,CityA,C3,121.23299945379016,31.980172752134965,17,commercial,,06:46:03,121.31679919075408,30.450479804670493,,14:19:31,121.9321122655304,30.06212331284607,2025-09-14,,73.19507056966188,223.43794708914686,0.0,0.0,0.0,0.0,1,0.99998045
30,R4,CityB,C2,120.3132768739476,31.90969398607693,38,residential,,12:58:14,120.57353375511576,31.362920230850545,,21:57:42,121.20821780230168,31.790792535286887,2025-09-14,,76.67131910981712,85.55671394127297,0.0,0.0,0.0,0.0,1,0.99998045
31,R1,CityC,C3,120.08747125175994,30.989350379182568,17,commercial,,00:26:22,121.11923371128944,30.507231255277127,,14:08:28,121.49847266120491,30.10104045334467,2025-09-14,,58.01279511704817,167.37377459987243,0.0,0.0,0.0,0.0,1,0.99998045
32,R1,CityA,C1,120.2216159243596,31.025440495625254,48,residential,,22:11:50,120.55869038186243,31.76746677766277,,03:07:58,121.87269389494216,31.33169872920025,2025-09-14,,133.60836297142387,160.72055687468077,0.0,0.0,0.0,0.0,1,0.99998045
33,R4,CityC,C3,121.19706315136874,30.96309868055171,14,commercial,,18:34:04,120.69774083321056,31.122955887473356,,14:17:38,121.18319864583349,30.14335875935067,2025-09-14,,118.41523094244407,91.16058791113285,0.0,0.0,0.0,0.0,1,0.99998045
34,R2,CityA,C1,120.1900233979846,31.270887291319045,45,commercial,,05:55:01,121.84633742350836,30.37186728174877,,17:51:05,120.0241250356448,31.41242597193013,2025-09-14,,208.8494483085751,22.26937771633433,0.0,0.0,0.0,0.0,1,0.9999807
35,R2,CityB,C2,120.75198577988262,30.181443404469864,6,commercial,,20:38:49,120.4132863697834,30.44873835139697,,15:46:22,120.06858335662108,30.0679426426659,2025-09-14,,53.749216524962044,66.92779650002497,0.0,0.0,0.0,0.0,1,0.99998045
36,R1,CityC,C1,121.10018388091632,30.06523589668313,35,residential,,00:27:00,121.74821823605166,30.9876983914162,,15:23:35,121.40467686820372,31.68491545542157,2025-09-14,,84.1129009128992,182.42924577622873,0.0,0.0,0.0,0.0,1,0.99998045
37,R4,CityA,C3,120.7773055972597,30.1154058568318,46,residential,,17:17:04,120.060915616141,31.92320405114976,,15:02:40,120.55817027230256,30.93188790185997,2025-09-14,,119.90168773501208,93.18339484389443,0.0,0.0,0.0,0.0,1,0.99998045
38,R1,CityB,C3,120.3273676029306,30.88873069848303,14,commercial,,15:44:15,120.1817530767393,31.53928432776731,,15:06:39,121.1587594546959,30.186907825337755,2025-09-14,,176.94313878900732,111.48921188716669,0.0,0.0,0.0,0.0,1,0.99998045
39,R1,CityC,C3,120.54758261502822,30.551095878438968,47,residential,,10:25:34,121.70935008276852,30.97661928565169,,07:01:38,120.40455436218134,31.413638890020287,2025-09-14,,133.2814911115014,96.87471256534401,0.0,0.0,0.0,0.0,1,0.99998045
40,R3,CityC,C2,121.85663506569716,31.244079124741987,8,commercial,,10:56:30,121.2611120618184,30.675438289124436,,06:09:51,120.54049775012342,30.978580315007527,2025-09-14,,76.62058890144668,128.72786403175516,0.0,0.0,0.0,0.0,1,0.99998045
41,R3,CityA,C2,121.35196455117271,31.98488457874956,15,commercial,,19:53:49,121.4944722760791,31.098536986696885,,15:49:24,121.00928211189616,30.381897717750885,2025-09-14,,92.19600569440267,181.20009274419058,0.0,0.0,0.0,0.0,1,0.99998045
42,R3,CityA,C3,120.99209567735976,30.77264634615293,27,residential,,15:30:56,120.41883534164371,31.49672166685724,,09:11:32,121.95113892671216,30.031344747777453,2025-09-14,,219.04984764098305,123.50730615502307,0.0,0.0,0.0,0.0,1,0.99998045
43,R2,CityA,C1,120.0254297799738,31.147682508209027,13,residential,,13:40:52,121.0741669111802,31.5678571769056,,20:54:17,121.23254097841838,30.83599651945108,2025-09-14,,82.76146550990198,120.16831695234502,0.0,0.0,0.0,0.0,1,0.99998045
44,R4,CityB,C2,121.98483080097894,30.83120779181467,49,residential,,15:30:09,121.4744384471426,30.64921759619389,,17:21:53,121.87229620902605,30.17125846145707,2025-09-14,,65.42344926058465,74.1708092194565,0.0,0.0,0.0,0.0,1,0.99998045
45,R4,CityA,C3,121.34290986978928,31.69454333544372,31,residential,,06:10:59,121.25462827402052,31.44231853642776,,14:11:37,121.91875970877388,30.188339396494477,2025-09-14,,153.18122299926094,176.25571845716087,0.0,0.0,0.0,0.0,1,0.99998045
46,R4,CityC,C3,120.63384495468988,31.80447280692448,35,commercial,,05:44:15,120.94339753378242,31.315577560072374,,08:24:39,120.41621999284102,30.534659096725356,2025-09-14,,100.34330949693184,142.70678495849822,0.0,0.0,0.0,0.0,1,0.99998045
47,R4,CityC,C2,121.75853731999568,31.75471122441052,6,residential,,09:10:05,121.91956757287542,31.918224583992583,,04:00:04,120.6223872049379,31.260916594484847,2025-09-14,,142.96067256089668,120.8954252647153,0.0,0.0,0.0,0.0,1,0.99998045
48,R3,CityA,C2,120.51686324058365,31.94874447735852,5,residential,,08:47:09,121.35231466690688,31.86218058101603,,19:27:02,121.5399845624374,31.059821217121897,2025-09-14,,90.9765992845669,138.48474087565305,0.0,0.0,0.0,0.0,1,0.99998045
49,R2,CityA,C2,121.0880331583655,30.05503837028083,22,commercial,,06:33:30,121.81550160048248,31.578758651207156,,09:46:38,121.7335280045827,30.13797461651736,2025-09-14,,160.39882326691423,62.78002972757355,0.0,0.0,0.0,0.0,1,0.99998045
50,R2,CityC,C1,121.27214152745964,31.679632324291063,49,residential,,15:53:04,121.45954102314737,31.44678937770985,,13:53:17,121.03845348837906,31.93686255178494,2025-09-14,,67.50429504550164,36.13510515124732,0.0,0.0,0.0,0.0,1,0.99998045
51,R3,CityB,C1,120.44212674290746,31.503544346078183,23,residential,,06:00:02,121.47092705719535,30.54808317940855,,21:51:32,121.9864521345611,31.77433737658918,2025-09-14,,144.90751446864937,149.26544888541233,0.0,0.0,0.0,0.0,1,0.99998045
52,R2,CityA,C3,121.9567945576012,30.45738881880073,25,residential,,23:52:25,120.16003653951536,31.691930512197068,,00:09:27,120.02314439751052,30.51845097429032,2025-09-14,,131.13419821955415,185.4057744892438,0.0,0.0,0.0,0.0,1,0.99998045
53,R3,CityA,C2,121.496383811958,31.912640186775054,34,residential,,03:05:10,120.71892924370788,30.855011407426733,,16:57:12,120.59918531117044,30.24467715192428,2025-09-14,,68.82793813892266,204.20156040341706,0.0,0.0,0.0,0.0,1,0.99998045
54,R4,CityC,C1,121.11562645102214,30.29635585645989,26,commercial,,01:41:13,121.71673881343932,30.54448108501209,,00:36:19,121.24632350748917,31.88480572951398,2025-09-14,,155.60581118315847,177.06541324937072,0.0,0.0,0.0,0.0,1,0.99998045
55,R3,CityA,C2,120.3611891963506,31.359099854267814,47,commercial,,22:26:58,120.46520772429751,30.768321515906926,,00:33:39,120.93857982187497,30.9222835557614,2025-09-14,,48.32538640573899,73.3404403102692,0.0,0.0,0.0,0.0,1,0.99998045
56,R4,CityB,C3,120.10771641399606,30.449780433631823,5,residential,,02:49:55,120.23101173231294,31.671870980033017,,22:37:35,120.2332059328576,30.622333929542872,2025-09-14,,116.70338213764083,22.64042501933927,0.0,0.0,0.0,0.0,1,0.9999807
57,R4,CityC,C1,120.64011966504196,30.86276129754815,26,residential,,00:25:37,120.6522121132776,30.29726643115577,,23:40:39,120.73557417096112,30.980716070330374,2025-09-14,,76.4134629390699,15.966791977972212,0.0,0.0,0.0,0.0,1,0.99998105
58,R1,CityA,C1,121.5063746718268,31.43831979388914,20,commercial,,04:45:38,120.44087576978522,30.912317482239644,,05:11:44,120.05089428659008,31.545488289092823,2025-09-14,,79.57299334095734,138.51745249910758,0.0,0.0,0.0,0.0,1,0.99998045
59,R3,CityC,C1,120.53866259660406,31.126649284066094,6,residential,,12:18:48,121.85057638958632,30.984715189058974,,05:00:30,121.28549209215056,30.336770596606108,2025-09-14,,90.06834909209469,113.17850047203063,0.0,0.0,0.0,0.0,1,0.99998045
60,R1,CityA,C3,121.079112440991,30.855003662656223,6,residential,,12:50:02,121.73593328400426,30.07325939519764,,19:17:25,121.7854850859927,31.534991667018616,2025-09-14,,162.60608967859864,101.14930330308457,0.0,0.0,0.0,0.0,1,0.99998045
61,R3,CityA,C2,121.45589435346147,30.652676861863974,18,residential,,11:09:24,120.9993664605658,30.39149205909633,,20:25:51,121.76974824756692,31.49889357586773,2025-09-14,,143.3882649451929,98.72828545650896,0.0,0.0,0.0,0.0,1,0.99998045
62,R3,CityA,C1,120.21588742929292,31.67931931141758,4,residential,,15:10:59,120.12268774896772,31.653484857151717,,00:57:00,121.3990889475311,31.07869640968176,2025-09-14,,137.0071624224052,130.6773657884522,0.0,0.0,0.0,0.0,1,0.99998045
63,R1,CityB,C3,121.37059603223176,30.28762870062963,17,residential,,23:55:55,121.4291246921863,31.661534777189523,,16:37:55,120.93154039099583,31.731684577499163,2025-09-14,,47.71793567003664,165.9335252632178,0.0,0.0,0.0,0.0,1,0.99998045
64,R1,CityB,C2,120.18374177542007,30.8602057530596,14,residential,,13:48:12,121.24682346267252,30.58483016776849,,13:14:13,121.02406323738298,30.26428675633972,2025-09-14,,41.552500224488,104.23169770170605,0.0,0.0,0.0,0.0,1,0.99998045
65,R3,CityC,C3,121.930259484254,31.807515143550283,14,residential,,06:54:05,121.941109341457,31.74979446919585,,04:39:00,120.27383764799131,31.190958013331347,2025-09-14,,169.89199110847437,171.35486287234914,0.0,0.0,0.0,0.0,1,0.99998045
66,R2,CityA,C2,120.97678826012988,31.691699100919934,13,residential,,08:29:22,121.11790648054075,31.543565878136697,,18:07:43,120.6820341862384,30.898686105003645,2025-09-14,,82.82391001444057,92.51958904096091,0.0,0.0,0.0,0.0,1,0.99998045
67,R4,CityA,C3,120.30135221541975,30.80188352494609,7,residential,,07:47:16,120.6727874468058,30.835814967590817,,17:55:59,120.37545615099654,30.844584225671664,2025-09-14,,28.403551038632724,8.521483616538013,0.0,0.0,0.0,0.0,1,0.9996012
68,R1,CityB,C2,120.68476727206708,31.526216727202616,44,commercial,,16:52:32,121.03804338715712,31.496812688810078,,05:24:25,121.6424004066999,30.50512214253905,2025-09-14,,124.40870915439264,145.66828409184652,0.0,0.0,0.0,0.0,1,0.99998045
69,R4,CityA,C1,120.82683289859052,31.64632166141772,15,commercial,,20:37:13,121.95852658280904,31.92266926238961,,14:17:12,121.82950780267592,30.744559313619817,2025-09-14,,131.57168080395658,138.3819290958956,0.0,0.0,0.0,0.0,1,0.99998045
70,R2,CityB,C2,121.51637002215308,31.777774848007255,19,commercial,,23:04:09,121.39272486506606,30.9179394361307,,01:08:51,121.07384652284024,30.21630151204733,2025-09-14,,83.77929261528766,178.67714527293506,0.0,0.0,0.0,0.0,1,0.99998045
71,R2,CityA,C3,121.48684757215322,31.089011538098458,43,residential,,19:04:41,121.34395227585412,30.47685435790697,,02:57:32,121.45552808102588,30.50319793952965,2025-09-14,,11.085077342791465,65.20815466223796,0.0,0.0,0.0,0.0,1,0.9995596
72,R2,CityC,C3,121.22388101067466,30.408921772109423,47,residential,,07:43:38,120.48136317945178,31.88363300010031,,18:02:53,120.24292954181423,30.543930215556166,2025-09-14,,150.68377561494037,95.1973439440616,0.0,0.0,0.0,0.0,1,0.99998045
73,R1,CityA,C2,120.21186142511698,30.51061815300786,44,commercial,,08:29:04,121.48720503512124,31.20748857712651,,13:05:47,121.21706928655448,31.44133573492028,2025-09-14,,36.531301569790536,141.0457866123217,0.0,0.0,0.0,0.0,1,0.9999788
74,R2,CityA,C1,120.30313874317535,30.591389348083208,35,residential,,17:22:12,121.50054365894354,30.21053032496085,,13:14:31,121.4055820427557,30.097100854417725,2025-09-14,,15.570674261553771,119.21697520173157,0.0,0.0,0.0,0.0,1,0.9998771
75,R1,CityB,C1,120.1875138412911,31.187604961619236,17,commercial,,21:50:36,120.6345779675518,31.14536563171338,,05:19:31,120.9055362590228,31.302384616301723,2025-09-14,,31.12349170406325,69.44294532472641,0.0,0.0,0.0,0.0,1,0.99997306
76,R2,CityA,C2,121.1543455665751,30.065619248257217,35,residential,,16:01:45,120.96742766478144,31.0011617788966,,23:55:29,120.4865461689414,30.44281981958638,2025-09-14,,77.24937255163424,76.63790764543283,0.0,0.0,0.0,0.0,1,0.99998045
77,R4,CityA,C2,121.7542768830228,31.27208493755993,19,commercial,,05:35:04,120.58920666588092,31.71117778815113,,15:28:12,121.7547490410828,30.163723011832587,2025-09-14,,204.84991219501953,123.24423129118688,0.0,0.0,0.0,0.0,1,0.99998045
78,R4,CityB,C3,120.86760102450954,30.728708476856465,20,commercial,,19:20:03,120.51741014064858,31.061390379527044,,16:15:41,121.48581743990744,30.60161232217087,2025-09-14,,105.65623090921818,60.79507853441885,0.0,0.0,0.0,0.0,1,0.99998045
79,R3,CityC,C1,120.32169634791548,30.590483604979283,36,commercial,,16:23:45,120.05179214049896,30.510464868688565,,02:37:50,121.7997145636984,30.448945738857205,2025-09-14,,167.63920327149978,142.44942245435377,0.0,0.0,0.0,0.0,1,0.99998045
80,R4,CityC,C2,121.11608465029794,31.75899314145625,35,residential,,08:58:37,120.57042348930666,31.351288127729777,,17:02:24,121.63680529499564,31.1040647516797,2025-09-14,,105.05605838708767,88.00146374932665,0.0,0.0,0.0,0.0,1,0.99998045
81,R3,CityB,C1,121.62350443373144,30.9200047911616,32,commercial,,08:43:36,121.10793989975654,31.08515090507116,,12:18:28,121.98074885915771,30.714752806895923,2025-09-14,,92.90465284482117,41.04527732805904,0.0,0.0,0.0,0.0,1,0.99998045
82,R4,CityB,C2,121.48342412302586,30.190106091065385,48,residential,,11:40:12,120.00320237509806,30.466089256533746,,14:03:59,120.3843454664289,31.93198748481665,2025-09-14,,166.98257469167726,220.16611108010545,0.0,0.0,0.0,0.0,1,0.99998045
83,R1,CityB,C2,121.76290155935004,31.65349353605249,44,residential,,18:54:05,120.56643816761934,31.147255715885816,,05:55:26,120.17349553560794,31.9270991987817,2025-09-14,,94.37257363548676,153.26881789260722,0.0,0.0,0.0,0.0,1,0.99998045
84,R4,CityB,C1,120.55580419449774,30.095282514873013,40,residential,,05:56:40,121.7628206646465,31.64307115577937,,01:16:37,120.67400558267452,30.88743053824048,2025-09-14,,133.3015331770926,88.80796759717258,0.0,0.0,0.0,0.0,1,0.99998045
85,R3,CityB,C2,120.38790773453556,31.453498448336397,24,residential,,13:24:30,121.18729717021472,30.05714183544802,,08:33:08,120.25800835004652,31.59017492132052,2025-09-14,,192.1759932434203,19.55953911462663,0.0,0.0,0.0,0.0,1,0.9999819
86,R3,CityC,C2,121.75963297188387,31.54781244354133,17,residential,,20:01:09,121.21572564816196,31.261702077290224,,18:03:40,121.04626022581245,30.02653708172175,2025-09-14,,138.297541888055,182.36663471996312,0.0,0.0,0.0,0.0,1,0.99998045
87,R2,CityC,C3,121.31512062555603,30.70520521185772,7,residential,,13:50:33,120.8067286100527,30.699170391568785,,13:44:37,121.26605781081548,31.09562316944961,2025-09-14,,62.162197672738074,43.664151520104525,0.0,0.0,0.0,0.0,1,0.99998045
88,R1,CityB,C2,120.62185786001513,31.64957571255557,43,residential,,17:40:44,121.35294428698482,30.58534289151885,,09:11:11,121.1565772303468,31.48659834461396,2025-09-14,,101.94641787000546,53.803174807549745,0.0,0.0,0.0,0.0,1,0.99998045
89,R4,CityA,C2,121.48469610114502,31.031318811712907,1,commercial,,22:16:46,120.37986553246073,30.78517550072222,,19:36:43,120.51848027078054,30.433886450814672,2025-09-14,,41.252619989072045,113.76035250500321,0.0,0.0,0.0,0.0,1,0.99998045
90,R2,CityB,C2,121.63023676896074,30.926587306545592,35,commercial,,19:17:48,121.63749362076838,30.68404532849596,,17:12:03,121.8176480619376,30.122343510331888,2025-09-14,,64.80400454234888,91.21167143297701,0.0,0.0,0.0,0.0,1,0.99998045
91,R4,CityA,C3,121.22995648068226,30.090806562937384,32,commercial,,16:31:13,120.2333782398718,31.664478213416885,,19:36:00,120.04234472747076,30.311837871812912,2025-09-14,,151.5050056128719,116.7471726321341,0.0,0.0,0.0,0.0,1,0.99998045
92,R4,CityB,C1,121.37576821975983,30.58005838729781,36,residential,,12:43:29,121.3120027093062,30.5495956215358,,20:20:51,120.69602670752698,30.883696174347715,2025-09-14,,69.62360297204827,73.21838816813498,0.0,0.0,0.0,0.0,1,0.99998045
93,R2,CityB,C3,120.75051980888531,31.8620199417706,13,residential,,10:38:48,120.68229865163936,31.46630604621317,,15:58:12,121.43798495079612,31.012742841512523,2025-09-14,,87.77924669418695,114.76809029926561,0.0,0.0,0.0,0.0,1,0.99998045
94,R2,CityC,C3,121.07739133468608,30.783647926567,6,residential,,10:13:04,121.49502594116495,30.188119640457177,,08:49:30,121.53385785269832,30.761770244217537,2025-09-14,,63.89549765128913,43.67816355744216,0.0,0.0,0.0,0.0,1,0.99998045
95,R2,CityA,C1,121.04831834145232,31.093401041113538,14,residential,,06:35:23,121.09952910253205,31.90279274496883,,21:19:22,120.83223708886372,30.87994753408476,2025-09-14,,116.53048673279964,31.426590105017006,0.0,0.0,0.0,0.0,1,0.99998105
96,R2,CityA,C3,121.69609558226156,31.064043357968504,37,commercial,,16:50:46,120.90470607695744,31.244633274497104,,09:49:59,120.03381962651274,30.94046991921856,2025-09-14,,89.55731241794439,159.02540010868654,0.0,0.0,0.0,0.0,1,0.99998045
97,R2,CityC,C1,121.67992796056436,31.180862179645388,48,residential,,18:24:15,120.3388448041865,31.41343715408912,,21:55:48,121.23608735824747,31.538873323202196,2025-09-14,,86.223921626549,57.97230446762359,0.0,0.0,0.0,0.0,1,0.99998045
98,R4,CityC,C3,121.66536093869408,30.122661911286563,15,commercial,,00:01:14,121.2736429285687,30.5960786641889,,15:57:19,120.12618936236645,30.210483796155305,2025-09-14,,118.10223838886294,148.28990195066075,0.0,0.0,0.0,0.0,1,0.99998045
99,R2,CityC,C1,120.02206322852491,30.724352509597452,47,residential,,07:21:38,121.94953968684082,30.82419313741623,,12:20:15,120.21571155230704,31.53790093431879,2025-09-14,,183.03665115214267,92.32102670420558,0.0,0.0,0.0,0.0,1,0.99998045
100,R1,CityC,C2,121.49909096893778,31.44625654776511,4,commercial,,18:12:02,121.65120684981405,30.44755677254195,,03:29:29,121.30050143929238,31.37725460459,2025-09-14,,108.65673586975173,20.347889153023033,0.0,0.0,0.0,0.0,1,0.9999819
101,R3,CityA,C3,121.517352780222,30.401120502145965,40,residential,,05:42:21,120.12001638517802,31.86507217160445,,00:39:29,120.62497665228572,31.48332161895264,2025-09-14,,63.91654987693532,147.3877966652966,0.0,0.0,0.0,0.0,1,0.99998045
102,R2,CityA,C3,121.35675764571027,30.40715675509272,16,commercial,,12:45:29,120.75245875672238,30.97620889420276,,00:08:48,120.69606030541652,31.468936771750645,2025-09-14,,55.05067954476556,133.82718772809645,0.0,0.0,0.0,0.0,1,0.99998045
103,R2,CityB,C3,121.5125293157829,30.02018121337805,28,residential,,07:13:48,121.85116601838054,31.26089623131598,,08:25:14,120.97361415396648,30.941183631603568,2025-09-14,,90.80125898828935,114.69461557603998,0.0,0.0,0.0,0.0,1,0.99998045
104,R4,CityB,C3,121.6839407429934,30.87496385321642,16,commercial,,08:12:25,121.00608749511404,31.46854406106143,,05:00:47,121.95715678971877,30.4228003691218,2025-09-14,,147.4700871113154,56.665746930978976,0.0,0.0,0.0,0.0,1,0.99998045
105,R2,CityC,C2,120.94063810820356,31.765468761346845,4,residential,,22:06:09,121.32422365161636,30.74221218219908,,05:29:08,121.93088444147742,31.073257808603607,2025-09-14,,68.59221962346587,121.46457560547567,0.0,0.0,0.0,0.0,1,0.99998045
106,R2,CityC,C3,121.00410042697688,30.10380188717462,45,commercial,,08:47:53,121.82519869118278,31.44020330907828,,09:45:09,120.83252199872015,31.9159641072182,2025-09-14,,107.80676892776908,202.1655161898782,0.0,0.0,0.0,0.0,1,0.99998045
107,R2,CityC,C2,120.2494281138228,30.382237418992005,26,commercial,,08:36:14,121.74758938083976,31.35198497951268,,03:51:59,120.53099843443655,31.177051362786727,2025-09-14,,117.25760358278056,92.38198135854297,0.0,0.0,0.0,0.0,1,0.99998045
